PRODUCTO,CANTIDAD_PRODUCTO, PRECIO_TOTAL,FECHA,AÑO,MES,NomMes,DIA,REFERENCIA,GENERO,TALLA,CANTIDAD_DEVOLUCION, PRECIO_TOTAL_DEVOL
[90230214] SHORT BAUSI STRETCH 902302 (14),6, $  48.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,14,,
[90230216] SHORT BAUSI STRETCH 902302 (16),6, $  48.400 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230306] SHORT BAUSI STRETCH 902303 (6),2, $  20.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,6,,
[90230308] SHORT BAUSI STRETCH 902303 (8),1, $  7.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,8,,
[90230310] SHORT BAUSI STRETCH 902303 (10),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,10,,
[90230312] SHORT BAUSI STRETCH 902303 (12),3, $  23.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,12,,
[90230316] SHORT BAUSI STRETCH 902303 (16),3, $  26.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230416] SHORT BAUSI STRETCH 902304 (16),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230508] SHORT BAUSI STRETCH 902305 (8),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,8,,
[90230510] SHORT BAUSI STRETCH 902305 (10),2, $  16.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,10,,
[90230512] SHORT BAUSI STRETCH 902305 (12),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,12,,
[90230514] SHORT BAUSI STRETCH 902305 (14),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,14,,
[90230516] SHORT BAUSI STRETCH 902305 (16),1, $  8.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230606] SHORT BAUSI STRETCH 902306 (6),4, $  33.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,6,,
[90230608] SHORT BAUSI STRETCH 902306 (8),10, $  83.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,8,,
[90230610] SHORT BAUSI STRETCH 902306 (10),9, $  70.800 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,10,,
[90230612] SHORT BAUSI STRETCH 902306 (12),6, $  47.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,12,,
[90230614] SHORT BAUSI STRETCH 902306 (14),5, $  42.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,14,,
[90230616] SHORT BAUSI STRETCH 902306 (16),6, $  50.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230806] SHORT BAUSI STRETCH 902308 (6),5, $  41.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,6,,
[90230808] SHORT BAUSI STRETCH 902308 (8),7, $  58.200 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,8,,
[90230810] SHORT BAUSI STRETCH 902308 (10),6, $  47.400 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,10,,
[90230812] SHORT BAUSI STRETCH 902308 (12),4, $  31.800 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,12,,
[90230814] SHORT BAUSI STRETCH 902308 (14),4, $  31.400 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,14,,
[90230816] SHORT BAUSI STRETCH 902308 (16),1, $  7.800 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,16,,
[90230908] SHORT BAUSI STRETCH 902309 (8),2, $  19.000 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,8,,
[90230910] SHORT BAUSI STRETCH 902309 (10),1, $  7.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,10,,
[90230914] SHORT BAUSI STRETCH 902309 (14),2, $  15.600 ,2022-02-01,2022,2,FEB,1,SHORT,MUJER,14,,
[908000] JEANS BAUSI 908000 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[908000] JEANS BAUSI 908000 (32),8, $  94.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[908000] JEANS BAUSI 908000 (34),4, $  48.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[908000] JEANS BAUSI 908000 (36),5, $  62.100 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[908000] JEANS BAUSI 908000 (38),4, $  48.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90828528] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (28),11, $  126.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90828530] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (30),16, $  184.800 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90828532] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (32),25, $  290.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90828534] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (34),31, $  367.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90828536] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (36),14, $  157.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90828538] JOGGER BAUSI HOMBRE AZUL TURQUI 908285 (38),10, $  110.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[90828628] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (28),3, $  31.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90828630] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (30),10, $  106.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90828632] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (32),13, $  139.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90828634] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (34),13, $  148.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90828636] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (36),9, $  96.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90828638] JOGGER BAUSI HOMBRE AZUL CIELO 908286 (38),3, $  31.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[90828828] JOGGER BAUSI HOMBRE NEGRO 908288 (28),10, $  128.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90828830] JOGGER BAUSI HOMBRE NEGRO 908288 (30),21, $  243.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90828832] JOGGER BAUSI HOMBRE NEGRO 908288 (32),30, $  370.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90828834] JOGGER BAUSI HOMBRE NEGRO 908288 (34),34, $  405.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90828836] JOGGER BAUSI HOMBRE NEGRO 908288 (36),18, $  209.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90828838] JOGGER BAUSI HOMBRE NEGRO 908288 (38),11, $  133.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[908300] JEANS BAUSI 908300 (30),0, $  400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90831128] JOGGER BAUSI HOMBRE VERDE 908311 (28),7, $  88.800 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90831130] JOGGER BAUSI HOMBRE VERDE 908311 (30),12, $  142.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90831132] JOGGER BAUSI HOMBRE VERDE 908311 (32),22, $  258.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90831134] JOGGER BAUSI HOMBRE VERDE 908311 (34),20, $  230.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90831136] JOGGER BAUSI HOMBRE VERDE 908311 (36),12, $  144.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90831138] JOGGER BAUSI HOMBRE VERDE 908311 (38),8, $  97.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[90831228] JOGGER BAUSI HOMBRE KAKI 908312 (28),10, $  121.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90831230] JOGGER BAUSI HOMBRE KAKI 908312 (30),22, $  260.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90831232] JOGGER BAUSI HOMBRE KAKI 908312 (32),34, $  413.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90831234] JOGGER BAUSI HOMBRE KAKI 908312 (34),33, $  381.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90831236] JOGGER BAUSI HOMBRE KAKI 908312 (36),22, $  273.600 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90831238] JOGGER BAUSI HOMBRE KAKI 908312 (38),9, $  113.800 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[908315] JEANS BAUSI 908315 (38),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90831736] JEANS BAUSI 908317 (36),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90831738] JEANS BAUSI 908317 (38),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90831832] JOGGER BAUSI HOMBRE MILITAR 908318 (32),1, $  17.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[908321] JEANS BAUSI 908321 (38),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[908322] JEANS BAUSI 908322 (36),6, $  72.300 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[908322] JEANS BAUSI 908322 (38),4, $  48.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90832628] JEANS BAUSI 908326 (28),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90832636] JEANS BAUSI 908326 (36),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90832832] JEANS BAUSI 908328 (32),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90832838] JEANS BAUSI 908328 (38),1, $  13.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90832936] JEANS BAUSI 908329 (36),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90833538] JEANS BAUSI 908335 (38),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90833928] JEANS BAUSI 908339 (28),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90833930] JEANS BAUSI 908339 (30),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90834034] JEANS BAUSI 908340 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90834234] JEANS BAUSI 908342 (34),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90834330] JEANS BAUSI 908343 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90834438] JEANS BAUSI 908344 (38),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90834530] JEANS BAUSI 908345 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90834938] JEANS BAUSI 908349 (38),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90835034] JEANS BAUSI 908350 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90835232] JEANS BAUSI 908352 (32),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90835234] JEANS BAUSI 908352 (34),2, $  24.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90835236] JEANS BAUSI 908352 (36),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90835238] JEANS BAUSI 908352 (38),4, $  52.700 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90835330] JEANS BAUSI 908353 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90835336] JEANS BAUSI 908353 (36),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90835434] JEANS BAUSI 908354 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90835530] JEANS BAUSI 908355 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90835532] JEANS BAUSI 908355 (32),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90835534] JEANS BAUSI 908355 (34),1, $  13.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90835736] JEANS BAUSI 908357 (36),,,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,1, $  10.800 
[90835932] JEANS BAUSI 908359 (32),1, $  13.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90835936] JEANS BAUSI 908359 (36),1, $  13.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90836230] JEANS BAUSI 908362 (30),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90836232] JEANS BAUSI 908362 (32),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90836234] JEANS BAUSI 908362 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90836432] JEANS BAUSI 908364 (32),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90836528] JEANS BAUSI 908365 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90836530] JEANS BAUSI 908365 (30),1, $  13.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90836534] JEANS BAUSI 908365 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90836538] JEANS BAUSI 908365 (38),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90836730] JEANS BAUSI 908367 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90836734] JEANS BAUSI 908367 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90836736] JEANS BAUSI 908367 (36),3, $  33.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90836738] JEANS BAUSI 908367 (38),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90836834] JEANS BAUSI 908368 (34),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90836934] JEANS BAUSI 908369 (34),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90836936] JEANS BAUSI 908369 (36),2, $  22.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90837132] JEANS BAUSI 908371 (32),4, $  52.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90837134] JEANS BAUSI 908371 (34),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90837136] JEANS BAUSI 908371 (36),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90837230] JEANS BAUSI 908372 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90837332] JEANS BAUSI 908373 (32),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90837334] JEANS BAUSI 908373 (34),2, $  25.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90837336] JEANS BAUSI 908373 (36),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90837630] JEANS BAUSI 908376 (30),1, $  13.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90837632] JEANS BAUSI 908376 (32),2, $  24.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90837736] JEANS BAUSI 908377 (36),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90838034] JEANS BAUSI 908380 (34),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90838234] JEANS BAUSI 908382 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90838432] JEANS BAUSI 908384 (32),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90838530] JEANS BAUSI 908385 (30),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90838534] JEANS BAUSI 908385 (34),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90838538] JEANS BAUSI 908385 (38),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90838836] JEANS BAUSI 908388 (36),3, $  34.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90838928] JEANS BAUSI 908389 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90839028] JEANS BAUSI 908390 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90839534] JEANS BAUSI 908395 (34),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90839634] JEANS BAUSI 908396 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90839728] JEANS BAUSI 908397 (28),2, $  26.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90839730] JEANS BAUSI 908397 (30),6, $  67.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90839732] JEANS BAUSI 908397 (32),7, $  80.700 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90839734] JEANS BAUSI 908397 (34),6, $  70.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90839736] JEANS BAUSI 908397 (36),6, $  68.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90839738] JEANS BAUSI 908397 (38),4, $  44.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90839828] JEANS BAUSI 908398 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90839832] JEANS BAUSI 908398 (32),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90839834] JEANS BAUSI 908398 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90839930] JEANS BAUSI 908399 (30),1, $  14.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90839932] JEANS BAUSI 908399 (32),3, $  33.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90839934] JEANS BAUSI 908399 (34),3, $  33.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90839936] JEANS BAUSI 908399 (36),2, $  22.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90839938] JEANS BAUSI 908399 (38),4, $  44.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90840128] JEANS BAUSI 908401 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90840130] JEANS BAUSI 908401 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840228] JEANS BAUSI 908402 (28),0,,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90840230] JEANS BAUSI 908402 (30),5, $  56.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840232] JEANS BAUSI 908402 (32),5, $  56.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90840234] JEANS BAUSI 908402 (34),8, $  95.700 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840236] JEANS BAUSI 908402 (36),4, $  44.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90840330] JEANS BAUSI 908403 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840334] JEANS BAUSI 908403 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840428] JEANS BAUSI 908404 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90840430] JEANS BAUSI 908404 (30),3, $  39.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840432] JEANS BAUSI 908404 (32),4, $  48.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90840434] JEANS BAUSI 908404 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840528] JEANS BAUSI 908405 (28),2, $  26.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90840532] JEANS BAUSI 908405 (32),7, $  80.300 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90840534] JEANS BAUSI 908405 (34),6, $  72.900 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840536] JEANS BAUSI 908405 (36),9, $  102.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90840538] JEANS BAUSI 908405 (38),1, $  10.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90840728] JEANS BAUSI 908407 (28),1, $  15.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90840730] JEANS BAUSI 908407 (30),4, $  43.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840732] JEANS BAUSI 908407 (32),6, $  66.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90840734] JEANS BAUSI 908407 (34),6, $  74.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840736] JEANS BAUSI 908407 (36),4, $  48.600 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90840738] JEANS BAUSI 908407 (38),2, $  26.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90840830] JEANS BAUSI 908408 (30),3, $  35.900 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840832] JEANS BAUSI 908408 (32),6, $  70.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90840834] JEANS BAUSI 908408 (34),5, $  56.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90840836] JEANS BAUSI 908408 (36),3, $  33.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90840838] JEANS BAUSI 908408 (38),2, $  22.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90840930] JEANS BAUSI 908409 (30),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90840938] JEANS BAUSI 908409 (38),1, $  12.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,38,,
[90841028] JEANS BAUSI 908410 (28),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,28,,
[90841034] JEANS BAUSI 908410 (34),2, $  22.400 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90841036] JEANS BAUSI 908410 (36),1, $  13.500 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90841230] JEANS BAUSI 908412 (30),2, $  21.800 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,30,,
[90841236] JEANS BAUSI 908412 (36),7, $  82.700 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,36,,
[90841332] JEANS BAUSI 908413 (32),3, $  37.000 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,32,,
[90841334] JEANS BAUSI 908413 (34),1, $  11.200 ,2022-02-01,2022,2,FEB,1,JEANS,HOMBRE,34,,
[90841428] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (28),6, $  62.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,28,,
[90841430] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (30),10, $  107.200 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,30,,
[90841432] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (32),11, $  118.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,32,,
[90841434] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (34),8, $  84.800 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,34,,
[90841436] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (36),9, $  96.000 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,36,,
[90841438] JOGGER BAUSI HOMBRE VERDE NAVIDAD 908414 (38),6, $  62.400 ,2022-02-01,2022,2,FEB,1,JOGGER,HOMBRE,38,,
[91000106] JEANS NIÑO BAUSI 910001 (6),,,2022-02-01,2022,2,FEB,1,JEANS,MUJER,6,1, $  9.000 
[91000112] JEANS NIÑO BAUSI 910001 (12),,,2022-02-01,2022,2,FEB,1,JEANS,MUJER,12,1, $  9.000 
[91000614] JEANS BAUSI NIÑO 910006 (14),,,2022-02-01,2022,2,FEB,1,JEANS,MUJER,14,1, $  9.000 
[91000712] JEANS BAUSI NIÑO 910007 (12),,,2022-02-01,2022,2,FEB,1,JEANS,MUJER,12,1, $  9.000 
[911000] FALDA BAUSI 911000 (10),1, $  8.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,10,,
[911154 nuevo] FALDA BAUSI 911154 nuevo (8),1, $  11.000 ,2022-02-01,2022,2,FEB,1,nuevo],MUJER,8,,
[911160] FALDA BAUSI 911160 (10),1, $  11.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,10,,
[911165] FALDA BAUSI 911165 (8),1, $  8.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,8,,
[911165] FALDA BAUSI 911165 (12),2, $  16.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,12,,
[911165] FALDA BAUSI 911165 (14),1, $  8.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,14,,
[911166] FALDA BAUSI 911166 (8),1, $  8.000 ,2022-02-01,2022,2,FEB,1,FALDA,MUJER,8,,
